stock_jan1,entries,exits,year,entry_rate,exit_rate,definition,group
9988,1038,1788,2013,0.1039247096515819,0.1790148177813376,E0 record,Specialty
114847,17781,16123,2014,0.15482337370588697,0.14038677544907574,E0 record,Convenience
80118,8381,9172,2014,0.10460820290072144,0.1144811403180309,E0 record,Grocery
42342,2171,2352,2014,0.0512729677388881,0.0555476831514808,E0 record,Large store
190,3,11,2014,0.015789473684210527,0.05789473684210526,E0 record,Other
9238,1012,1841,2014,0.10954752110846504,0.1992855596449448,E0 record,Specialty
116505,16590,14091,2015,0.1423973220033475,0.12094759881550148,E0 record,Convenience
79327,7369,7235,2015,0.09289397052705889,0.09120476004386904,E0 record,Grocery
42161,2145,1866,2015,0.050876402362372806,0.04425891226488935,E0 record,Large store
182,4,3,2015,0.02197802197802198,0.016483516483516484,E0 record,Other
8409,942,1159,2015,0.11202283267927221,0.13782851706504934,E0 record,Specialty
119004,14895,14320,2016,0.12516386003831803,0.12033208967765789,E0 record,Convenience
79461,6187,5954,2016,0.07786209587093039,0.07492983979562301,E0 record,Grocery
42440,1966,1885,2016,0.046324222431668234,0.04441564561734213,E0 record,Large store
183,3,1,2016,0.01639344262295082,0.00546448087431694,E0 record,Other
8192,899,1182,2016,0.1097412109375,0.144287109375,E0 record,Specialty
119579,15153,15381,2017,0.12671957450722954,0.12862626380886277,E0 record,Convenience
79694,6119,6285,2017,0.07678118804426932,0.07886415539438352,E0 record,Grocery
42521,1796,1600,2017,0.042237953011453166,0.03762846593447943,E0 record,Large store
185,0,3,2017,0.0,0.016216216216216217,E0 record,Other
7909,825,1339,2017,0.1043115438108484,0.16930079656088,E0 record,Specialty
119351,10894,17148,2018,0.09127698971939908,0.14367705339712278,E0 record,Convenience
79528,4750,6142,2018,0.05972739161050196,0.0772306608993059,E0 record,Grocery
42717,1492,1495,2018,0.034927546410094344,0.034997776061052976,E0 record,Large store
182,1,1,2018,0.005494505494505495,0.005494505494505495,E0 record,Other
7395,666,1422,2018,0.09006085192697769,0.1922920892494929,E0 record,Specialty
113097,12679,16535,2019,0.11210730611775732,0.1462019328540987,E0 record,Convenience
78136,5257,5517,2019,0.0672801269581243,0.07060765844169141,E0 record,Grocery
42714,1599,1280,2019,0.03743503301025425,0.029966755630472446,E0 record,Large store
182,1,1,2019,0.005494505494505495,0.005494505494505495,E0 record,Other
6639,707,1205,2019,0.10649194155746347,0.181503238439524,E0 record,Specialty
109241,14063,10963,2020,0.1287337171940938,0.10035609340815262,E0 record,Convenience
77876,4987,3653,2020,0.0640377009605013,0.046907904874415735,E0 record,Grocery
43033,1594,1729,2020,0.037041340366695326,0.04017846768758859,E0 record,Large store
182,0,0,2020,0.0,0.0,E0 record,Other
6141,757,752,2020,0.12326982576127667,0.12245562611952451,E0 record,Specialty
112341,15706,14757,2021,0.13980648205018648,0.1313589873688146,E0 record,Convenience
79210,5939,4364,2021,0.07497790682994572,0.05509405378108825,E0 record,Grocery
42898,1566,1368,2021,0.03650519837754674,0.03188959858268451,E0 record,Large store
182,1,5,2021,0.005494505494505495,0.027472527472527472,E0 record,Other
6146,925,859,2021,0.15050439310120403,0.13976570126911814,E0 record,Specialty
113290,15254,13591,2022,0.1346455997881543,0.11996645776326242,E0 record,Convenience
80785,5679,4496,2022,0.07029770378164263,0.055653896144086154,E0 record,Grocery
43096,1457,1227,2022,0.0338082420642287,0.028471319844069056,E0 record,Large store
178,1,0,2022,0.0056179775280898875,0.0,E0 record,Other
6212,929,818,2022,0.1495492594977463,0.1316806181584031,E0 record,Specialty
114953,15269,13911,2023,0.13282819935103912,0.1210146755630562,E0 record,Convenience
81968,5472,5312,2023,0.06675775912551239,0.0648057778645325,E0 record,Grocery
43326,1459,1584,2023,0.033674929603471355,0.036560033236393855,E0 record,Large store
179,1,1,2023,0.00558659217877095,0.00558659217877095,E0 record,Other
6323,802,983,2023,0.12683852601613158,0.15546417839633087,E0 record,Specialty
116311,15860,13290,2024,0.13635855594053872,0.11426262348359141,E0 record,Convenience
82128,5501,5755,2024,0.06698081044223651,0.07007354373660628,E0 record,Grocery
43201,1821,1216,2024,0.042151802041619404,0.028147496585727183,E0 record,Large store
179,0,0,2024,0.0,0.0,E0 record,Other
6142,814,747,2024,0.13253012048192772,0.12162162162162163,E0 record,Specialty
157611,21563,19651,2006,0.13681151696264854,0.12468038398335142,E1 store,All
159523,21573,18645,2007,0.13523441760749233,0.11687969759846542,E1 store,All
162451,24900,15246,2008,0.1532769881379616,0.09384983779724347,E1 store,All
172105,36673,13897,2009,0.21308503529821912,0.08074721826791784,E1 store,All
194881,36489,15639,2010,0.18723733970987422,0.08024897244985402,E1 store,All
215731,31378,19144,2011,0.14544965721199085,0.08874014397559925,E1 store,All
227965,29258,16387,2012,0.1283442633737635,0.07188384181782291,E1 store,All
240836,27313,21171,2013,0.11340912488166222,0.08790629307910777,E1 store,All
246978,28090,28306,2014,0.1137348265837443,0.11460939840795537,E1 store,All
246762,25847,23168,2015,0.1047446527423185,0.09388803786644621,E1 store,All
249441,22824,22180,2016,0.09150059533116048,0.08891882248708112,E1 store,All
250085,22525,23268,2017,0.09006937641201991,0.09304036627546634,E1 store,All
249342,16369,23885,2018,0.06564878760898685,0.09579212487266485,E1 store,All
241826,17905,22507,2019,0.07404083928113603,0.09307105108631826,E1 store,All
237224,19440,15065,2020,0.0819478636225677,0.0635053788824065,E1 store,All
241599,21259,18467,2021,0.0879929138779548,0.07643657465469642,E1 store,All
244391,20790,17473,2022,0.08506859908916449,0.07149608618975331,E1 store,All
247708,20627,19423,2023,0.08327143249309671,0.0784108708640819,E1 store,All
248912,21269,18573,2024,0.08544786912643826,0.07461673201774122,E1 store,All
61110,9460,9575,2006,0.15480281459662903,0.15668466699394534,E1 store,Convenience
46891,8000,4740,2006,0.1706084323217675,0.10108549615064724,E1 store,Grocery
38513,2777,3169,2006,0.07210552281047958,0.08228390413626567,E1 store,Large store
601,42,333,2006,0.06988352745424292,0.5540765391014975,E1 store,Other
10496,1284,1834,2006,0.12233231707317073,0.17473323170731708,E1 store,Specialty
60995,9662,9116,2007,0.1584064267562915,0.1494548733502746,E1 store,Convenience
50151,8577,5681,2007,0.17102350900281152,0.1132779007397659,E1 store,Grocery
38121,2137,1942,2007,0.05605834054720495,0.050943049762598044,E1 store,Large store
310,4,118,2007,0.012903225806451613,0.38064516129032255,E1 store,Other
9946,1193,1788,2007,0.11994771767544742,0.17977076211542328,E1 store,Specialty
61541,11095,7431,2008,0.18028631318958094,0.12074876911327408,E1 store,Convenience
53047,10222,5087,2008,0.19269704224555584,0.09589609214470186,E1 store,Grocery
38316,2287,1334,2008,0.059687858857918365,0.034815742770644115,E1 store,Large store
196,5,2,2008,0.025510204081632654,0.01020408163265306,E1 store,Other
9351,1291,1392,2008,0.13806010052400813,0.14886108437600257,E1 store,Specialty
65205,17194,6495,2009,0.2636914347059275,0.09960892569588221,E1 store,Convenience
58182,14641,5012,2009,0.2516414011206215,0.0861434808016225,E1 store,Grocery
39269,2967,1292,2009,0.07555578191448725,0.03290127072245282,E1 store,Large store
199,4,0,2009,0.020100502512562814,0.0,E1 store,Other
9250,1867,1098,2009,0.20183783783783785,0.11870270270270271,E1 store,Specialty
75904,21844,7706,2010,0.2877845699831366,0.10152297639123103,E1 store,Convenience
67811,10858,5322,2010,0.16012151420860923,0.07848284201678193,E1 store,Grocery
40944,1650,1296,2010,0.0402989449003517,0.031652989449003514,E1 store,Large store
203,1,4,2010,0.0049261083743842365,0.019704433497536946,E1 store,Other
10019,2136,1311,2010,0.213194929633696,0.13085138237349037,E1 store,Specialty
90042,19750,10086,2011,0.21934208480486883,0.11201439328313453,E1 store,Convenience
73347,8835,5898,2011,0.12045482432819338,0.08041228680109616,E1 store,Grocery
41298,1582,1443,2011,0.03830693980338031,0.03494115937817812,E1 store,Large store
200,0,3,2011,0.0,0.015,E1 store,Other
10844,1211,1714,2011,0.1116746587974917,0.15805975654739948,E1 store,Specialty
99706,18589,8923,2012,0.186438128096604,0.08949310974264336,E1 store,Convenience
76284,7878,4951,2012,0.1032719836400818,0.06490220754024435,E1 store,Grocery
41437,1820,1187,2012,0.043922098607524676,0.028645896179742742,E1 store,Large store
197,0,7,2012,0.0,0.03553299492385787,E1 store,Other
10341,971,1319,2012,0.09389807562131322,0.1275505270283338,E1 store,Specialty
109372,17371,11742,2013,0.1588249277694474,0.10735837325823794,E1 store,Convenience
79211,7436,6464,2013,0.09387585057630884,0.08160482761232657,E1 store,Grocery
42070,1576,1293,2013,0.03746137390064179,0.03073449013548847,E1 store,Large store
190,2,2,2013,0.010526315789473684,0.010526315789473684,E1 store,Other
9993,928,1670,2013,0.0928650055038527,0.16711698188732113,E1 store,Specialty
115001,17082,15462,2014,0.14853783880140173,0.13445100477387154,E1 store,Convenience
80183,8030,8836,2014,0.1001459162166544,0.11019792225284661,E1 store,Grocery
42353,2036,2218,2014,0.048072155455339646,0.05236937170920596,E1 store,Large store
190,3,10,2014,0.015789473684210527,0.05263157894736842,E1 store,Other
9251,939,1780,2014,0.1015025402659172,0.19241163117500812,E1 store,Specialty
116621,15864,13387,2015,0.13603038903799486,0.11479064662453589,E1 store,Convenience
79377,7046,6916,2015,0.08876626730665053,0.08712851329730274,E1 store,Grocery
42171,2044,1756,2015,0.04846932726281094,0.04163998956628963,E1 store,Large store
183,1,1,2015,0.00546448087431694,0.00546448087431694,E1 store,Other
8410,892,1108,2015,0.10606420927467301,0.13174791914387635,E1 store,Specialty
119098,14224,13610,2016,0.11943105677677207,0.11427563854976575,E1 store,Convenience
79507,5898,5664,2016,0.07418214748386935,0.07123901040159986,E1 store,Grocery
42459,1866,1801,2016,0.04394827951671024,0.04241739089474552,E1 store,Large store
183,2,0,2016,0.01092896174863388,0.0,E1 store,Other
8194,834,1105,2016,0.10178179155479619,0.13485477178423236,E1 store,Specialty
119712,14269,14530,2017,0.11919439989307672,0.12137463245121625,E1 store,Convenience
79741,5811,5973,2017,0.07287342772225079,0.07490500495353708,E1 store,Grocery
42524,1712,1513,2017,0.04025961809801524,0.0355799078167623,E1 store,Large store
185,0,2,2017,0.0,0.010810810810810811,E1 store,Other
7923,733,1250,2017,0.09251546131515839,0.15776852202448569,E1 store,Specialty
119451,10009,15674,2018,0.0837916802705712,0.13121698437016016,E1 store,Convenience
79579,4412,5615,2018,0.05544176227396675,0.07055881576797898,E1 store,Grocery
42723,1391,1338,2018,0.032558575006436816,0.03131802541956323,E1 store,Large store
183,0,1,2018,0.0,0.00546448087431694,E1 store,Other
7406,557,1257,2018,0.07520928976505536,0.16972724817715365,E1 store,Specialty
113786,11117,15102,2019,0.09770094739247359,0.1327228305766966,E1 store,Convenience
78376,4754,5098,2019,0.06065632336429519,0.06504542206797999,E1 store,Grocery
42776,1460,1187,2019,0.034131288573031604,0.027749205161772955,E1 store,Large store
182,1,1,2019,0.005494505494505495,0.005494505494505495,E1 store,Other
6706,573,1119,2019,0.0854458693707128,0.1668654935878318,E1 store,Specialty
109801,12786,9713,2020,0.11644702689410844,0.08846003224014354,E1 store,Convenience
78032,4518,3098,2020,0.05789932335452122,0.03970166085708427,E1 store,Grocery
43049,1478,1613,2020,0.034332969406954864,0.037468930753327606,E1 store,Large store
182,0,0,2020,0.0,0.0,E1 store,Other
6160,658,641,2020,0.10681818181818181,0.10405844155844156,E1 store,Specialty
112874,13780,12716,2021,0.12208303063593033,0.11265659053457838,E1 store,Convenience
79452,5239,3761,2021,0.06593918340633338,0.047336756783970195,E1 store,Grocery
42914,1413,1215,2021,0.03292631775178263,0.028312438831150675,E1 store,Large store
182,1,5,2021,0.005494505494505495,0.027472527472527472,E1 store,Other
6177,826,770,2021,0.13372187145863687,0.12465598186822081,E1 store,Specialty
113938,13510,11783,2022,0.1185732591409363,0.10341589285400832,E1 store,Convenience
80930,5115,3879,2022,0.06320276782404548,0.04793031014456938,E1 store,Grocery
43112,1323,1084,2022,0.030687511597699016,0.025143811467804787,E1 store,Large store
178,1,0,2022,0.0056179775280898875,0.0,E1 store,Other
6233,841,727,2022,0.13492700144392747,0.11663725332905503,E1 store,Specialty
115665,13650,12389,2023,0.11801322785630917,0.10711105347339299,E1 store,Convenience
82166,4919,4685,2023,0.059866611493805226,0.05701871820461018,E1 store,Grocery
43351,1332,1448,2023,0.03072593481119236,0.03340176697192683,E1 store,Large store
179,1,1,2023,0.00558659217877095,0.00558659217877095,E1 store,Other
6347,725,900,2023,0.1142271939498976,0.14179927524814873,E1 store,Specialty
116926,14020,11574,2024,0.11990489711441424,0.09898568325265553,E1 store,Convenience
82400,4842,5240,2024,0.058762135922330094,0.06359223300970873,E1 store,Grocery
43235,1672,1077,2024,0.03867237192089742,0.024910373539956055,E1 store,Large store
179,0,0,2024,0.0,0.0,E1 store,Other
6172,735,682,2024,0.11908619572261828,0.11049902786779002,E1 store,Specialty
156344,13918,11804,2006,0.0890216445786215,0.07550017909225809,E2 location,All
158458,14648,11785,2007,0.09244089916570952,0.07437301998005781,E2 location,All
161321,18007,8705,2008,0.11162216946336807,0.05396073666788577,E2 location,All
170623,29088,7173,2009,0.17048111919260592,0.042040053216741,E2 location,All
192538,28045,7572,2010,0.14565955811320364,0.0393273016235756,E2 location,All
213011,22724,10108,2011,0.10667993671688317,0.04745294843928248,E2 location,All
225627,19860,7370,2012,0.08802138041989656,0.032664530397514484,E2 location,All
238117,17550,10865,2013,0.07370326352171412,0.045628829524981415,E2 location,All
244802,16587,16423,2014,0.06775679937255415,0.06708687020530878,E2 location,All
244966,14436,12368,2015,0.05893062710743532,0.05048863923973123,E2 location,All
247034,12745,11868,2016,0.05159208853841981,0.04804196993126452,E2 location,All
247911,12358,13280,2017,0.04984853435305412,0.053567610957158014,E2 location,All
246989,8938,15242,2018,0.03618784642231031,0.061711250298596296,E2 location,All
240685,9645,14392,2019,0.04007312462347051,0.05979599891974988,E2 location,All
235938,11947,8846,2020,0.0506361840822589,0.037492900677296576,E2 location,All
239039,13635,10788,2021,0.05704090127552408,0.04513071088818143,E2 location,All
241886,13381,9779,2022,0.05531944800443184,0.04042813556799484,E2 location,All
245488,12853,11106,2023,0.052356938017336895,0.045240500553998565,E2 location,All
247235,12636,10543,2024,0.051109268509717476,0.04264363864339596,E2 location,All
