fips,state,county20,county24,pop2020,pop_lila,pop_lowinc,pop_urban,pov_x_pop,pop_pov_ok,la_pop,snap_hh,ohu,hunv,n_tracts,n_lila_tracts,pop_lila_drive,lila_pop_share,low_access_pop_share,lowinc_pop_share,urban_pop_share,poverty_rate,snap_hh_share,no_vehicle_hh_share,lila_pop_share_drive,st,stock_jan1_E1,stock_jan1_E2,exits_E1,exits_E2,entries_E1,entries_E2,exit_rate_E1,exit_rate_E2,entry_rate_E1,entry_rate_E2,locs_2025,locs_2020,new_since_2020,lost_since_2020,share_2025_new,share_2020_lost,pov_q,conv_share_2025,large_share_2025,log_pop,pov10,lila10,urban10,y_E2,y_E1,y_lost,conv10
01021,Alabama,Chilton County,Chilton County,45014,0.0,12795,11794,631806.7000000001,45014,2897,2613.0,17302,471.0,12,0.0,3348.0,0.0,0.0643577553649975,0.2842449015861732,0.262007375483183,14.035782201092994,0.1510230031210264,0.0272222864408738,0.0743768605322788,AL,830.0,833.0,76.0,50.0,106.0,81.0,0.0915662650602409,0.0600240096038415,0.1277108433734939,0.0972388955582232,58.0,51.0,14.0,7.0,0.2413793103448276,0.1372549019607843,3,0.5614035087719298,0.08771929824561403,10.714728831478542,1.4035782201092994,0.0,2.6200737548318296,6.00240096038415,9.15662650602409,13.72549019607843,5.614035087719298
01023,Alabama,Choctaw County,Choctaw County,12665,0.0,6411,0,214703.0,12665,51,823.0,5675,460.0,4,0.0,3628.0,0.0,0.0040268456375838,0.5061981839715752,0.0,16.95246742992499,0.145022026431718,0.0810572687224669,0.2864587445716541,AL,336.0,336.0,41.0,35.0,33.0,27.0,0.1220238095238095,0.1041666666666666,0.0982142857142857,0.0803571428571428,17.0,15.0,4.0,2.0,0.2352941176470588,0.1333333333333333,4,0.35294117647058826,0.17647058823529413,9.446597562435775,1.6952467429924991,0.0,0.0,10.41666666666666,12.20238095238095,13.33333333333333,3.5294117647058827
01025,Alabama,Clarke County,Clarke County,23087,0.0,15757,0,460365.0,23087,239,1983.0,9662,979.0,9,0.0,0.0,0.0,0.0103521462294797,0.6825053060163728,0.0,19.940442673365965,0.2052370109708134,0.1013247774787828,0.0,AL,702.0,702.0,64.0,51.0,61.0,48.0,0.0911680911680911,0.0726495726495726,0.0868945868945869,0.0683760683760683,33.0,32.0,11.0,10.0,0.3333333333333333,0.3125,5,0.3939393939393939,0.15151515151515152,10.047024967532325,1.9940442673365966,0.0,0.0,7.26495726495726,9.11680911680911,31.25,3.9393939393939394
01027,Alabama,Clay County,Clay County,14236,0.0,6145,0,251779.4,14236,0,828.0,5926,339.0,4,0.0,0.0,0.0,0.0,0.431652149480191,0.0,17.686105647653836,0.1397232534593317,0.0572055349308133,0.0,AL,206.0,207.0,20.0,15.0,22.0,17.0,0.0970873786407767,0.072463768115942,0.1067961165048543,0.0821256038647343,10.0,13.0,4.0,7.0,0.4,0.5384615384615384,4,0.4,0.1,9.563529246630083,1.7686105647653836,0.0,0.0,7.2463768115942,9.70873786407767,53.84615384615385,4.0
01029,Alabama,Cleburne County,Cleburne County,15056,0.0,3523,0,205311.9,15056,0,867.0,6054,337.0,4,0.0,0.0,0.0,0.0,0.2339930924548353,0.0,13.636550212539852,0.143211100099108,0.0556656755863891,0.0,AL,288.0,291.0,28.0,15.0,46.0,33.0,0.0972222222222222,0.0515463917525773,0.1597222222222222,0.1134020618556701,27.0,15.0,12.0,0.0,0.4444444444444444,0.0,3,0.6153846153846154,0.07692307692307693,9.61953186182516,1.3636550212539853,0.0,0.0,5.1546391752577305,9.72222222222222,0.0,6.153846153846154
01031,Alabama,Coffee County,Coffee County,53465,0.0,25407,25167,878564.6,53465,4462,2417.0,21263,843.0,16,0.0,4877.0,0.0,0.0834564668474703,0.4752080800523707,0.470719162068643,16.43251847002712,0.1136716361755161,0.0396463340074307,0.0912185541943327,AL,717.0,694.0,50.0,33.0,82.0,66.0,0.0697350069735007,0.047550432276657,0.1143654114365411,0.0951008645533141,56.0,40.0,18.0,2.0,0.3214285714285714,0.05,4,0.38596491228070173,0.14035087719298245,10.886782513190758,1.643251847002712,0.0,4.70719162068643,4.7550432276657,6.97350069735007,5.0,3.859649122807017
01033,Alabama,Colbert County,Colbert County,57227,0.0,20375,30701,993034.5,57227,1017,3515.0,24425,1111.0,15,0.0,5150.0,0.0,0.017771331714051,0.3560382337008754,0.5364775368270223,17.352552117007708,0.1439099283520982,0.0454861821903787,0.0899924860642703,AL,1156.0,1155.0,102.0,60.0,136.0,94.0,0.088235294117647,0.0519480519480519,0.1176470588235294,0.0813852813852813,72.0,65.0,15.0,8.0,0.2083333333333333,0.123076923076923,4,0.4722222222222222,0.1388888888888889,10.954781093969759,1.7352552117007707,0.0,5.364775368270223,5.19480519480519,8.8235294117647,12.3076923076923,4.722222222222222
01035,Alabama,Conecuh County,Conecuh County,11597,0.0,10125,0,324093.69999999995,11597,672,882.0,5066,254.0,5,0.0,4019.0,0.0,0.0579460205225489,0.8730706217125118,0.0,27.946339570578598,0.1741018555073036,0.0501381760757994,0.3465551435716133,AL,376.0,376.0,52.0,44.0,48.0,40.0,0.1382978723404255,0.1170212765957446,0.1276595744680851,0.1063829787234042,19.0,15.0,8.0,4.0,0.4210526315789473,0.2666666666666666,5,0.55,0.15,9.358501722956703,2.7946339570578598,0.0,0.0,11.70212765957446,13.82978723404255,26.66666666666666,5.5
01037,Alabama,Coosa County,Coosa County,10387,0.0,3697,0,142745.1,10387,61,716.0,4451,266.0,3,0.0,0.0,0.0,0.0058727255222874,0.3559256763261769,0.0,13.742668720516033,0.1608627274769714,0.0597618512693776,0.0,AL,147.0,147.0,18.0,17.0,19.0,18.0,0.1224489795918367,0.1156462585034013,0.1292517006802721,0.1224489795918367,9.0,8.0,3.0,2.0,0.3333333333333333,0.25,3,0.3333333333333333,0.1111111111111111,9.248310303227811,1.3742668720516034,0.0,0.0,11.56462585034013,12.244897959183671,25.0,3.333333333333333
01039,Alabama,Covington County,Covington County,37570,0.0,18878,2923,723119.1,37570,607,2082.0,15515,915.0,14,0.0,1373.0,0.0,0.0161565078520095,0.5024753792919883,0.0778014373170082,19.24724780409901,0.1341927167257492,0.0589751853045439,0.0365451157838701,AL,1011.0,1016.0,85.0,59.0,101.0,76.0,0.0840751730959446,0.0580708661417322,0.0999010880316518,0.0748031496062992,64.0,56.0,20.0,12.0,0.3125,0.2142857142857142,5,0.59375,0.09375,10.533961138568015,1.924724780409901,0.0,0.7780143731700819,5.80708661417322,8.40751730959446,21.42857142857142,5.9375
01041,Alabama,Crenshaw County,Crenshaw County,13194,0.0,9671,0,236939.7,13194,164,1087.0,5680,383.0,6,0.0,0.0,0.0,0.0124298923753221,0.7329846900106108,0.0,17.958140063665304,0.1913732394366197,0.0674295774647887,0.0,AL,405.0,406.0,39.0,27.0,37.0,25.0,0.0962962962962963,0.0665024630541872,0.091358024691358,0.0615763546798029,21.0,19.0,8.0,6.0,0.3809523809523809,0.3157894736842105,4,0.36363636363636365,0.18181818181818182,9.487517459782817,1.7958140063665304,0.0,0.0,6.65024630541872,9.62962962962963,31.57894736842105,3.6363636363636367
01043,Alabama,Cullman County,Cullman County,87866,0.0,26048,15412,1348435.8,87866,831,3531.0,34723,1123.0,22,0.0,7403.0,0.0,0.00945758313796,0.2964514146541324,0.1754034552614208,15.346502629003256,0.1016905221323042,0.0323416755464677,0.0842532947897935,AL,1462.0,1462.0,135.0,102.0,166.0,135.0,0.0923392612859097,0.0697674418604651,0.1135430916552667,0.0923392612859097,87.0,80.0,18.0,11.0,0.2068965517241379,0.1375,4,0.3333333333333333,0.12643678160919541,11.383568205660183,1.5346502629003256,0.0,1.7540345526142078,6.97674418604651,9.233926128590971,13.750000000000002,3.333333333333333
01045,Alabama,Dale County,Dale County,49326,4328.0,22565,9620,933102.2,49326,1689,3637.0,20159,1134.0,14,1.0,4328.0,0.0877427725743015,0.0342415764505534,0.4574666504480396,0.1950289907959291,18.91704577707497,0.1804156952229773,0.05625279031698,0.0877427725743015,AL,891.0,876.0,68.0,49.0,99.0,81.0,0.0763187429854096,0.0559360730593607,0.1111111111111111,0.0924657534246575,57.0,53.0,15.0,11.0,0.2631578947368421,0.2075471698113207,5,0.543859649122807,0.08771929824561403,10.806206604380188,1.8917045777074972,0.8774277257430151,1.950289907959291,5.59360730593607,7.63187429854096,20.75471698113207,5.43859649122807
01047,Alabama,Dallas County,Dallas County,38462,1080.0,36563,21886,1179253.5,38462,1793,5765.0,16037,2256.0,17,1.0,3789.0,0.0280796630440434,0.0466174405907129,0.9506265924808902,0.5690291716499402,30.66022307732307,0.3594811997256344,0.140674689779884,0.0985128178461858,AL,993.0,994.0,138.0,100.0,137.0,100.0,0.1389728096676737,0.1006036217303823,0.1379657603222558,0.1006036217303823,46.0,43.0,14.0,11.0,0.3043478260869565,0.2558139534883721,5,0.5555555555555556,0.06666666666666667,10.557426019870793,3.066022307732307,0.280796630440434,5.690291716499401,10.06036217303823,13.89728096676737,25.581395348837212,5.555555555555555
01049,Alabama,DeKalb County,DeKalb County,71608,0.0,55490,0,1598493.7,71608,0,4627.0,27145,1091.0,21,0.0,0.0,0.0,0.0,0.7749134174952519,0.0,22.32283683387331,0.170454964081783,0.0401915638239086,0.0,AL,1581.0,1581.0,142.0,90.0,185.0,133.0,0.0898165717900063,0.0569259962049335,0.1170145477545857,0.0841239721695129,99.0,87.0,28.0,16.0,0.2828282828282828,0.1839080459770115,5,0.43434343434343436,0.12121212121212122,11.178962078550775,2.232283683387331,0.0,0.0,5.69259962049335,8.98165717900063,18.39080459770115,4.343434343434343
01051,Alabama,Elmore County,Elmore County,87977,3610.0,8723,18306,880814.7999999999,87977,1857,3465.0,32567,1113.0,20,1.0,3610.0,0.0410334519249349,0.0211077895359014,0.0991509144435477,0.2080771110631187,10.011875831183149,0.1063960450763042,0.0341756993275401,0.0410334519249349,AL,1179.0,1167.0,102.0,64.0,160.0,124.0,0.0865139949109414,0.0548414738646101,0.1357082273112807,0.1062553556126821,89.0,67.0,29.0,7.0,0.3258426966292135,0.1044776119402985,2,0.39325842696629215,0.14606741573033707,11.384830695662552,1.0011875831183148,0.410334519249349,2.0807711106311872,5.48414738646101,8.651399491094141,10.44776119402985,3.9325842696629216
01053,Alabama,Escambia County,Escambia County,36757,3686.0,22782,5264,742052.4,36757,886,1942.0,14499,734.0,10,1.0,3686.0,0.1002802187338466,0.0241042522512718,0.6198003101450064,0.1432108169872405,20.188056696683624,0.1339402717428788,0.0506241809779984,0.1002802187338466,AL,751.0,744.0,57.0,37.0,75.0,55.0,0.0758988015978695,0.0497311827956989,0.099866844207723,0.0739247311827957,47.0,41.0,12.0,6.0,0.2553191489361702,0.1463414634146341,5,0.5416666666666666,0.125,10.512083962693172,2.0188056696683625,1.002802187338466,1.432108169872405,4.97311827956989,7.589880159786951,14.634146341463412,5.416666666666666
01055,Alabama,Etowah County,Etowah County,103436,3271.0,39438,49365,1752563.7,103436,8195,6173.0,41974,1731.0,33,1.0,8857.0,0.031623419312425,0.0792277350245562,0.3812792451370896,0.4772516338605514,16.943459723887234,0.1470672320960594,0.0412398151236479,0.0856278278355698,AL,1982.0,1980.0,189.0,104.0,255.0,171.0,0.0953582240161453,0.0525252525252525,0.1286579212916246,0.0863636363636363,134.0,111.0,35.0,12.0,0.2611940298507462,0.1081081081081081,4,0.49624060150375937,0.09022556390977443,11.546708342937798,1.6943459723887233,0.31623419312425005,4.772516338605514,5.25252525252525,9.53582240161453,10.81081081081081,4.962406015037594
01057,Alabama,Fayette County,Fayette County,16321,0.0,11321,0,354092.0,16321,0,1124.0,6653,474.0,5,0.0,0.0,0.0,0.0,0.6936462226579254,0.0,21.69548434532198,0.1689463399969938,0.0712460544115436,0.0,AL,223.0,224.0,21.0,16.0,19.0,14.0,0.0941704035874439,0.0714285714285714,0.085201793721973,0.0625,10.0,11.0,2.0,3.0,0.2,0.2727272727272727,5,0.2,0.3,9.700207901150696,2.169548434532198,0.0,0.0,7.14285714285714,9.41704035874439,27.27272727272727,2.0
01059,Alabama,Franklin County,Franklin County,32113,6028.0,22201,10271,625015.6,32113,2778,2386.0,12142,926.0,11,1.0,6028.0,0.1877121415003269,0.086507022078286,0.6913399557811478,0.3198393174103945,19.46300875035033,0.1965079887992093,0.0762642068851918,0.1877121415003269,AL,563.0,570.0,57.0,39.0,69.0,51.0,0.1012433392539964,0.0684210526315789,0.1225577264653641,0.0894736842105263,33.0,30.0,6.0,3.0,0.1818181818181818,0.1,5,0.30303030303030304,0.24242424242424243,10.377016211557725,1.946300875035033,1.877121415003269,3.198393174103945,6.842105263157889,10.12433392539964,10.0,3.0303030303030303
01061,Alabama,Geneva County,Geneva County,26659,0.0,16653,0,503019.9,26659,0,1945.0,10874,637.0,6,0.0,0.0,0.0,0.0,0.6246670917888894,0.0,18.868670992910463,0.17886702225492,0.0585800993194776,0.0,AL,513.0,513.0,32.0,24.0,44.0,36.0,0.0623781676413255,0.0467836257309941,0.0857699805068226,0.0701754385964912,35.0,32.0,7.0,4.0,0.2,0.125,5,0.37142857142857144,0.22857142857142856,10.19088208365186,1.8868670992910463,0.0,0.0,4.6783625730994105,6.23781676413255,12.5,3.7142857142857144
01063,Alabama,Greene County,Greene County,7730,0.0,7730,0,306915.10000000003,7730,57,1029.0,3388,430.0,4,0.0,1366.0,0.0,0.0073738680465717,1.0,0.0,39.70441138421734,0.3037190082644628,0.1269185360094451,0.1767141009055627,AL,284.0,286.0,38.0,28.0,37.0,27.0,0.1338028169014084,0.0979020979020979,0.130281690140845,0.0944055944055944,12.0,16.0,2.0,6.0,0.1666666666666666,0.375,5,0.5833333333333334,0.08333333333333333,8.952864141581468,3.9704411384217337,0.0,0.0,9.79020979020979,13.38028169014084,37.5,5.833333333333334
01065,Alabama,Hale County,Hale County,14785,0.0,8138,0,379912.7,14785,290,1568.0,6138,631.0,7,0.0,0.0,0.0,0.0196144741291849,0.5504227257355427,0.0,25.695820087926958,0.2554578038449006,0.1028022157054415,0.0,AL,265.0,265.0,30.0,24.0,36.0,30.0,0.1132075471698113,0.090566037735849,0.1358490566037735,0.1132075471698113,16.0,10.0,7.0,1.0,0.4375,0.1,5,0.375,0.0625,9.601368432286577,2.569582008792696,0.0,0.0,9.0566037735849,11.32075471698113,10.0,3.75
01067,Alabama,Henry County,Henry County,17146,0.0,7201,0,306972.2,17146,49,997.0,7169,530.0,6,0.0,0.0,0.0,0.0028578094016097,0.4199813367549282,0.0,17.90342937128193,0.1390710001394894,0.0739294183289161,0.0,AL,296.0,295.0,28.0,21.0,29.0,22.0,0.0945945945945946,0.0711864406779661,0.0979729729729729,0.0745762711864406,16.0,13.0,8.0,5.0,0.5,0.3846153846153846,4,0.25,0.1875,9.749520189238702,1.7903429371281931,0.0,0.0,7.118644067796611,9.45945945945946,38.46153846153846,2.5
01069,Alabama,Houston County,Houston County,107202,4184.0,39533,58829,1895156.9,107202,3340,6964.0,44368,2936.0,26,1.0,4184.0,0.0390291225909964,0.0311561351467323,0.3687711050166974,0.5487677468703942,17.678372604988713,0.1569599711503786,0.066173818968626,0.0390291225909964,AL,2218.0,2186.0,159.0,103.0,219.0,166.0,0.0716862037871956,0.0471180237877401,0.0987376014427412,0.0759377859103385,131.0,123.0,28.0,20.0,0.2137404580152671,0.1626016260162601,4,0.3769230769230769,0.12307692307692308,11.582470184161222,1.7678372604988712,0.39029122590996396,5.487677468703942,4.71180237877401,7.16862037871956,16.26016260162601,3.769230769230769
01071,Alabama,Jackson County,Jackson County,52579,3360.0,37781,7495,920741.8,52579,1267,2690.0,21733,1076.0,16,1.0,5347.0,0.0639038399360961,0.0240970729759029,0.7185568382814431,0.1425474048574526,17.511588276688414,0.1237749045230755,0.0495099618092302,0.1016945928983054,AL,983.0,980.0,88.0,61.0,109.0,82.0,0.0895218718209562,0.0622448979591836,0.1108850457782299,0.0836734693877551,59.0,55.0,13.0,9.0,0.2203389830508474,0.1636363636363636,4,0.3559322033898305,0.13559322033898305,10.87007207946475,1.7511588276688415,0.639038399360961,1.425474048574526,6.22448979591836,8.952187182095619,16.36363636363636,3.559322033898305
01073,Alabama,Jefferson County,Jefferson County,674721,47606.0,293615,553312,10504570.2,674721,75625,38255.0,274699,18843.0,189,12.0,117742.0,0.0705565707900006,0.1120833648278325,0.4351650534072602,0.8200604397965974,15.56876131023045,0.1392615189716744,0.0685950804334926,0.174504721210693,AL,9995.0,9905.0,921.0,628.0,1168.0,868.0,0.0921460730365182,0.0634023220595658,0.1168584292146073,0.0876325088339222,534.0,543.0,110.0,119.0,0.2059925093632958,0.2191528545119705,4,0.43820224719101125,0.1797752808988764,13.422054551075565,1.556876131023045,0.7055657079000061,8.200604397965973,6.340232205956579,9.21460730365182,21.91528545119705,4.382022471910113
01075,Alabama,Lamar County,Lamar County,13972,0.0,9963,0,257252.0,13972,0,1044.0,5958,311.0,4,0.0,0.0,0.0,0.0,0.7130689951331234,0.0,18.411966790724307,0.175226586102719,0.0521987244041624,0.0,AL,274.0,262.0,27.0,17.0,28.0,18.0,0.0985401459854014,0.0648854961832061,0.1021897810218978,0.0687022900763358,15.0,14.0,3.0,2.0,0.2,0.1428571428571428,4,0.2,0.2,9.544810605926722,1.8411966790724308,0.0,0.0,6.488549618320611,9.85401459854014,14.28571428571428,2.0
01077,Alabama,Lauderdale County,Lauderdale County,93564,0.0,25693,43185,1199210.9,93564,1164,3925.0,39544,1991.0,26,0.0,3429.0,0.0,0.0124406823137104,0.274603479970929,0.461555726561498,12.817011884913,0.0992565243779081,0.0503489783532267,0.0366487110427087,AL,1553.0,1539.0,122.0,77.0,164.0,119.0,0.0785576303927881,0.0500324886289798,0.1056020605280103,0.0773229369720597,96.0,88.0,20.0,12.0,0.2083333333333333,0.1363636363636363,3,0.4270833333333333,0.16666666666666666,11.4464009730976,1.2817011884913,0.0,4.61555726561498,5.00324886289798,7.85576303927881,13.63636363636363,4.270833333333333
01079,Alabama,Lawrence County,Lawrence County,33073,0.0,4125,0,439099.9,33073,0,2059.0,13517,594.0,11,0.0,0.0,0.0,0.0,0.1247240951833822,0.0,13.276687932754816,0.1523266997114744,0.0439446622771325,0.0,AL,517.0,519.0,54.0,41.0,65.0,52.0,0.104448742746615,0.0789980732177264,0.1257253384912959,0.1001926782273603,31.0,26.0,12.0,7.0,0.3870967741935484,0.2692307692307692,3,0.3870967741935484,0.06451612903225806,10.406472518522957,1.3276687932754816,0.0,0.0,7.89980732177264,10.444874274661501,26.923076923076923,3.870967741935484
01081,Alabama,Lee County,Lee County,174241,8254.0,75473,122123,3765401.1,174241,19873,6949.0,68728,3305.0,48,1.0,28224.0,0.0473711698165185,0.114054671403401,0.4331529318587473,0.7008855550645371,21.61030469292532,0.10110871842626,0.0480881154696775,0.1619825414225125,AL,1637.0,1625.0,115.0,76.0,194.0,153.0,0.0702504581551618,0.0467692307692307,0.1185094685400122,0.0941538461538461,118.0,103.0,29.0,14.0,0.2457627118644068,0.1359223300970873,5,0.4152542372881356,0.1864406779661017,12.068194677360603,2.161030469292532,0.47371169816518505,7.008855550645371,4.67692307692307,7.02504581551618,13.592233009708728,4.152542372881356
01083,Alabama,Limestone County,Limestone County,103570,0.0,34329,31903,1034951.1,103570,9248,3620.0,39365,1417.0,23,0.0,3057.0,0.0,0.089292266100222,0.3314569856135946,0.308033214251231,9.992769141643333,0.091959862822304,0.0359964435412168,0.0295162691899198,AL,1224.0,1226.0,104.0,76.0,149.0,121.0,0.0849673202614379,0.0619902120717781,0.1217320261437908,0.098694942903752,85.0,68.0,27.0,10.0,0.3176470588235294,0.1470588235294117,2,0.4235294117647059,0.11764705882352941,11.548002991582925,0.9992769141643333,0.0,3.08033214251231,6.19902120717781,8.496732026143789,14.705882352941169,4.235294117647059
01085,Alabama,Lowndes County,Lowndes County,10311,0.0,6952,0,299995.1,10311,131,1237.0,4272,378.0,4,0.0,0.0,0.0,0.0127048782853263,0.6742314033556396,0.0,29.09466589079624,0.289559925093633,0.0884831460674157,0.0,AL,285.0,286.0,40.0,34.0,42.0,35.0,0.1403508771929824,0.1188811188811188,0.1473684210526315,0.1223776223776223,16.0,12.0,6.0,2.0,0.375,0.1666666666666666,5,0.5625,0.0625,9.240966565517944,2.909466589079624,0.0,0.0,11.88811188811188,14.03508771929824,16.66666666666666,5.625
01087,Alabama,Macon County,Macon County,19532,7003.0,18420,9675,528994.3,19532,5398,1745.0,7965,690.0,12,4.0,8092.0,0.3585398320704485,0.2763669875076797,0.94306778619701,0.49534097890641,27.083468154822857,0.2190834902699309,0.0866290018832391,0.4142944910915421,AL,289.0,288.0,24.0,23.0,32.0,31.0,0.0830449826989619,0.0798611111111111,0.1107266435986159,0.1076388888888889,18.0,19.0,3.0,4.0,0.1666666666666666,0.2105263157894736,5,0.3888888888888889,0.16666666666666666,9.87980942518155,2.708346815482286,3.585398320704485,4.9534097890641,7.986111111111111,8.304498269896191,21.05263157894736,3.888888888888889
