fips,state,county20,county24,pop2020,pop_lila,pop_lowinc,pop_urban,pov_x_pop,pop_pov_ok,la_pop,snap_hh,ohu,hunv,n_tracts,n_lila_tracts,pop_lila_drive,lila_pop_share,low_access_pop_share,lowinc_pop_share,urban_pop_share,poverty_rate,snap_hh_share,no_vehicle_hh_share,lila_pop_share_drive,st
01043,Alabama,Cullman County,Cullman County,87866,0.0,26048,15412,1348435.8,87866,831,3531.0,34723,1123.0,22,0.0,7403.0,0.0,0.009457583137960076,0.29645141465413244,0.1754034552614208,15.346502629003256,0.10169052213230424,0.03234167554646776,0.08425329478979354,AL
01045,Alabama,Dale County,Dale County,49326,4328.0,22565,9620,933102.2,49326,1689,3637.0,20159,1134.0,14,1.0,4328.0,0.08774277257430159,0.03424157645055346,0.4574666504480396,0.1950289907959291,18.91704577707497,0.18041569522297732,0.05625279031698001,0.08774277257430159,AL
01047,Alabama,Dallas County,Dallas County,38462,1080.0,36563,21886,1179253.5,38462,1793,5765.0,16037,2256.0,17,1.0,3789.0,0.02807966304404347,0.04661744059071291,0.9506265924808902,0.5690291716499402,30.66022307732307,0.35948119972563447,0.140674689779884,0.09851281784618585,AL
01049,Alabama,DeKalb County,DeKalb County,71608,0.0,55490,0,1598493.7,71608,0,4627.0,27145,1091.0,21,0.0,0.0,0.0,0.0,0.7749134174952519,0.0,22.32283683387331,0.170454964081783,0.040191563823908635,0.0,AL
01051,Alabama,Elmore County,Elmore County,87977,3610.0,8723,18306,880814.7999999999,87977,1857,3465.0,32567,1113.0,20,1.0,3610.0,0.041033451924934926,0.02110778953590143,0.09915091444354775,0.20807711106311877,10.011875831183149,0.10639604507630424,0.034175699327540145,0.041033451924934926,AL
01053,Alabama,Escambia County,Escambia County,36757,3686.0,22782,5264,742052.4,36757,886,1942.0,14499,734.0,10,1.0,3686.0,0.10028021873384661,0.024104252251271868,0.6198003101450064,0.14321081698724053,20.188056696683624,0.1339402717428788,0.050624180977998486,0.10028021873384661,AL
01055,Alabama,Etowah County,Etowah County,103436,3271.0,39438,49365,1752563.7,103436,8195,6173.0,41974,1731.0,33,1.0,8857.0,0.03162341931242507,0.07922773502455625,0.3812792451370896,0.47725163386055147,16.943459723887234,0.14706723209605946,0.04123981512364797,0.08562782783556983,AL
01057,Alabama,Fayette County,Fayette County,16321,0.0,11321,0,354092.0,16321,0,1124.0,6653,474.0,5,0.0,0.0,0.0,0.0,0.6936462226579254,0.0,21.69548434532198,0.16894633999699385,0.07124605441154366,0.0,AL
01059,Alabama,Franklin County,Franklin County,32113,6028.0,22201,10271,625015.6,32113,2778,2386.0,12142,926.0,11,1.0,6028.0,0.18771214150032697,0.08650702207828605,0.6913399557811478,0.31983931741039456,19.463008750350326,0.19650798879920936,0.07626420688519189,0.18771214150032697,AL
01061,Alabama,Geneva County,Geneva County,26659,0.0,16653,0,503019.9,26659,0,1945.0,10874,637.0,6,0.0,0.0,0.0,0.0,0.6246670917888894,0.0,18.868670992910463,0.17886702225492,0.058580099319477656,0.0,AL
01063,Alabama,Greene County,Greene County,7730,0.0,7730,0,306915.10000000003,7730,57,1029.0,3388,430.0,4,0.0,1366.0,0.0,0.007373868046571798,1.0,0.0,39.70441138421734,0.3037190082644628,0.1269185360094451,0.17671410090556275,AL
01065,Alabama,Hale County,Hale County,14785,0.0,8138,0,379912.7,14785,290,1568.0,6138,631.0,7,0.0,0.0,0.0,0.019614474129184985,0.5504227257355427,0.0,25.695820087926954,0.25545780384490063,0.10280221570544151,0.0,AL
01067,Alabama,Henry County,Henry County,17146,0.0,7201,0,306972.2,17146,49,997.0,7169,530.0,6,0.0,0.0,0.0,0.002857809401609705,0.41998133675492827,0.0,17.90342937128193,0.13907100013948948,0.07392941832891617,0.0,AL
01069,Alabama,Houston County,Houston County,107202,4184.0,39533,58829,1895156.9,107202,3340,6964.0,44368,2936.0,26,1.0,4184.0,0.03902912259099644,0.031156135146732336,0.36877110501669746,0.5487677468703942,17.678372604988713,0.15695997115037866,0.06617381896862604,0.03902912259099644,AL
01071,Alabama,Jackson County,Jackson County,52579,3360.0,37781,7495,920741.8,52579,1267,2690.0,21733,1076.0,16,1.0,5347.0,0.06390383993609616,0.02409707297590293,0.7185568382814431,0.1425474048574526,17.511588276688414,0.1237749045230755,0.0495099618092302,0.1016945928983054,AL
01073,Alabama,Jefferson County,Jefferson County,674721,47606.0,293615,553312,10504570.2,674721,75625,38255.0,274699,18843.0,189,12.0,117742.0,0.0705565707900006,0.11208336482783254,0.4351650534072602,0.8200604397965974,15.56876131023045,0.13926151897167446,0.06859508043349266,0.17450472121069302,AL
01075,Alabama,Lamar County,Lamar County,13972,0.0,9963,0,257252.0,13972,0,1044.0,5958,311.0,4,0.0,0.0,0.0,0.0,0.7130689951331234,0.0,18.411966790724307,0.17522658610271905,0.05219872440416247,0.0,AL
01077,Alabama,Lauderdale County,Lauderdale County,93564,0.0,25693,43185,1199210.9,93564,1164,3925.0,39544,1991.0,26,0.0,3429.0,0.0,0.012440682313710401,0.274603479970929,0.461555726561498,12.817011884913,0.09925652437790815,0.050348978353226784,0.03664871104270873,AL
01079,Alabama,Lawrence County,Lawrence County,33073,0.0,4125,0,439099.9,33073,0,2059.0,13517,594.0,11,0.0,0.0,0.0,0.0,0.12472409518338222,0.0,13.276687932754816,0.15232669971147444,0.0439446622771325,0.0,AL
01081,Alabama,Lee County,Lee County,174241,8254.0,75473,122123,3765401.1,174241,19873,6949.0,68728,3305.0,48,1.0,28224.0,0.0473711698165185,0.11405467140340103,0.43315293185874737,0.7008855550645371,21.610304692925318,0.10110871842626004,0.04808811546967757,0.1619825414225125,AL
01083,Alabama,Limestone County,Limestone County,103570,0.0,34329,31903,1034951.1,103570,9248,3620.0,39365,1417.0,23,0.0,3057.0,0.0,0.08929226610022208,0.33145698561359466,0.30803321425123104,9.992769141643333,0.09195986282230408,0.03599644354121682,0.029516269189919862,AL
01085,Alabama,Lowndes County,Lowndes County,10311,0.0,6952,0,299995.1,10311,131,1237.0,4272,378.0,4,0.0,0.0,0.0,0.01270487828532635,0.6742314033556396,0.0,29.094665890796236,0.289559925093633,0.08848314606741572,0.0,AL
01087,Alabama,Macon County,Macon County,19532,7003.0,18420,9675,528994.3,19532,5398,1745.0,7965,690.0,12,4.0,8092.0,0.3585398320704485,0.2763669875076797,0.94306778619701,0.49534097890641,27.083468154822857,0.21908349026993096,0.08662900188323917,0.4142944910915421,AL
01089,Alabama,Madison County,Madison County,388153,8363.0,112864,296813,4051138.0,388153,47494,12536.0,157770,6528.0,95,2.0,30698.0,0.021545627626219557,0.12235896669612241,0.2907719378698606,0.7646804224107504,10.4369617135511,0.07945743804272042,0.04137668758319072,0.07908737018649863,AL
01091,Alabama,Marengo County,Marengo County,19323,3344.0,13243,4963,423988.7,19323,2144,1863.0,8226,806.0,8,1.0,3344.0,0.17305801376597837,0.11095585571598612,0.6853490658800393,0.2568441753350929,21.94217771567562,0.22647702407002188,0.09798200826647216,0.17305801376597837,AL
01093,Alabama,Marion County,Marion County,29341,0.0,16076,0,478498.80000000005,29341,0,1841.0,12228,442.0,11,0.0,0.0,0.0,0.0,0.5479022528202856,0.0,16.30819672131148,0.1505561007523716,0.0361465489041544,0.0,AL
01095,Alabama,Marshall County,Marshall County,97612,9421.0,24911,29348,1614691.7,97612,7638,4512.0,37257,1588.0,26,2.0,9421.0,0.09651477277383928,0.07824857599475474,0.255204278162521,0.3006597549481621,16.54193849116912,0.12110475883726549,0.04262286281772553,0.09651477277383928,AL
01097,Alabama,Mobile County,Mobile County,414809,19615.0,179320,298316,6752252.3,412787,22826,27937.0,163750,9646.0,135,6.0,43230.0,0.04728682357422332,0.055027735656651616,0.43229534556868343,0.7191647240055061,16.35771548038092,0.17060763358778627,0.05890687022900763,0.1042166394653925,AL
01099,Alabama,Monroe County,Monroe County,19772,0.0,15559,2669,395618.60000000003,19772,682,1030.0,8337,313.0,9,0.0,4097.0,0.0,0.03449322273922719,0.7869208982399353,0.13498887315395508,20.009032975925553,0.12354563991843588,0.0375434808684179,0.20721221930002023,AL
01101,Alabama,Montgomery County,Montgomery County,228954,0.0,103764,197190,4554903.5,228954,16767,18479.0,93223,5990.0,71,0.0,16602.0,0.0,0.0732330511805865,0.4532089415341073,0.8612647081946592,19.894404552879617,0.19822361434409963,0.06425452946161354,0.07251238239995807,AL
01103,Alabama,Morgan County,Morgan County,123421,0.0,37161,78521,1665759.7,123421,9856,6004.0,49241,2333.0,31,0.0,8255.0,0.0,0.07985675047196182,0.30109138639291533,0.636204535694898,13.496566224548497,0.1219309112325095,0.047379216506569725,0.06688488992959059,AL
01105,Alabama,Perry County,Perry County,8511,0.0,8511,0,251705.9,8511,412,1151.0,3360,274.0,4,0.0,1859.0,0.0,0.048407942662436844,1.0,0.0,29.57418634708025,0.3425595238095238,0.08154761904761905,0.21842321701327694,AL
01107,Alabama,Pickens County,Pickens County,19123,0.0,11912,0,385894.10000000003,19123,243,1253.0,7437,481.0,6,0.0,0.0,0.0,0.012707211211629975,0.6229148146211368,0.0,20.17957956387596,0.16848191475057148,0.06467661691542288,0.0,AL
01109,Alabama,Pike County,Pike County,33009,0.0,22740,8194,799309.3,33009,248,2135.0,13901,717.0,11,0.0,0.0,0.0,0.00751310248720046,0.6889030264473326,0.2482353297585507,24.21488987851798,0.1535860729443925,0.05157902309186389,0.0,AL
01111,Alabama,Randolph County,Randolph County,21967,0.0,13410,0,437523.1,21967,0,1741.0,8931,410.0,6,0.0,0.0,0.0,0.0,0.6104611462648518,0.0,19.917289570719714,0.19493897659836523,0.045907513156421456,0.0,AL
01113,Alabama,Russell County,Russell County,59183,3566.0,43067,35402,1304872.9,59183,1491,4814.0,23997,1922.0,18,1.0,24009.0,0.06025378909484142,0.025193045300170656,0.7276920737373908,0.5981785309970769,22.048103340486286,0.2006084093845064,0.08009334500145851,0.40567392663433754,AL
01115,Alabama,St. Clair County,St. Clair County,91103,0.0,21681,10518,1014389.5,91103,2250,3851.0,34376,1060.0,24,0.0,0.0,0.0,0.024697320615127933,0.23798338144737274,0.11545174143551803,11.134534537830806,0.11202583197579707,0.030835466604607866,0.0,AL
01117,Alabama,Shelby County,Shelby County,223024,0.0,9274,129316,1643881.4,223006,38995,4014.0,84241,2179.0,55,0.0,2126.0,0.0,0.17484665327498386,0.041582968649114,0.5798299734557716,7.371467135413397,0.047649007015586234,0.025866264645481415,0.00953260635626659,AL
01119,Alabama,Sumter County,Sumter County,12345,0.0,9867,0,338824.5,12345,387,1471.0,5020,458.0,5,0.0,4054.0,0.0,0.03134872417982989,0.7992709599027946,0.0,27.44629404617254,0.29302788844621513,0.09123505976095618,0.32839206156338596,AL
01121,Alabama,Talladega County,Talladega County,82149,5784.0,42359,24708,1469601.1,82149,7378,5717.0,33090,2315.0,24,2.0,11184.0,0.07040864770112844,0.08981241402816832,0.5156362219868775,0.30077055107183287,17.889458179649175,0.1727712299788456,0.06996071320640677,0.1361428623598583,AL
01123,Alabama,Tallapoosa County,Tallapoosa County,41311,3936.0,16826,3936,669976.4,41311,883,2264.0,17376,989.0,12,1.0,3936.0,0.09527728692115901,0.0213744523250466,0.4073007189368449,0.09527728692115901,16.217869332623273,0.13029465930018416,0.05691758747697974,0.09527728692115901,AL
01125,Alabama,Tuscaloosa County,Tuscaloosa County,227036,6896.0,87048,153655,4202251.3,227036,15324,9798.0,89962,5180.0,59,2.0,14502.0,0.03037403759756162,0.06749590373332863,0.383410560439754,0.6767869412780352,18.509184886978275,0.10891265200862586,0.05757986705497877,0.06387533254638031,AL
01127,Alabama,Walker County,Walker County,65342,3982.0,39597,7241,1212230.7,65342,929,3632.0,26423,1257.0,20,1.0,3982.0,0.060940895595482235,0.014217501759970616,0.6059961433687368,0.11081693244773652,18.55209053901013,0.13745600423873142,0.04757219089429664,0.060940895595482235,AL
01129,Alabama,Washington County,Washington County,15388,0.0,6158,0,257789.80000000002,15388,82,821.0,6321,304.0,5,0.0,0.0,0.0,0.005328827657915258,0.40018195996880684,0.0,16.75265141668833,0.1298845119443126,0.048093656067077994,0.0,AL
01131,Alabama,Wilcox County,Wilcox County,10600,0.0,9112,0,284555.0,10600,167,1427.0,4316,400.0,5,0.0,3438.0,0.0,0.015754716981132077,0.859622641509434,0.0,26.844811320754715,0.33063021316033364,0.09267840593141798,0.32433962264150945,AL
01133,Alabama,Winston County,Winston County,23540,0.0,10772,0,439641.6,23540,0,1377.0,9845,466.0,8,0.0,0.0,0.0,0.0,0.45760407816482584,0.0,18.676363636363636,0.1398679532757745,0.0473336719146775,0.0,AL
02013,Alaska,Aleutians East Borough,Aleutians East Borough,3420,0.0,3420,0,45144.0,3420,358,152.0,483,231.0,1,0.0,0.0,0.0,0.10467836257309941,1.0,0.0,13.2,0.3146997929606625,0.4782608695652174,0.0,AK
02016,Alaska,Aleutians West Census Area,Aleutians West Census Area,5232,978.0,978,0,65386.200000000004,5232,803,46.0,902,51.0,2,1.0,978.0,0.18692660550458715,0.15347859327217125,0.18692660550458715,0.0,12.497362385321102,0.050997782705099776,0.0565410199556541,0.18692660550458715,AK
02020,Alaska,Anchorage Municipality,Anchorage Municipality,291247,11317.0,77976,279942,2654898.2,291242,51028,9473.0,109343,6355.0,61,2.0,11317.0,0.0388570526048337,0.17520523816554334,0.26773151311429816,0.9611841495363043,9.11578069097177,0.08663563282514655,0.058119861353721776,0.0388570526048337,AK
02050,Alaska,Bethel Census Area,Bethel Census Area,18666,10885.0,12341,0,475284.10000000003,18666,1296,2047.0,4897,2784.0,3,1.0,12341.0,0.5831458266366656,0.06943105110896818,0.6611486124504447,0.0,25.46255759134255,0.4180110271594854,0.5685113334694711,0.6611486124504447,AK
02060,Alaska,Bristol Bay Borough,Bristol Bay Borough,844,0.0,0,0,7849.200000000001,844,0,15.0,357,22.0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.04201680672268908,0.06162464985994398,0.0,AK
02063,Alaska,Chugach Census Area,Chugach Census Area,7102,0.0,0,0,41237.2,7102,362,281.0,2788,191.0,2,0.0,0.0,0.0,0.05097155730780062,0.0,0.0,5.806420726555899,0.10078909612625538,0.06850789096126256,0.0,AK
02066,Alaska,Copper River Census Area,Copper River Census Area,2617,0.0,0,0,22767.899999999998,2617,1174,155.0,1134,73.0,1,0.0,0.0,0.0,0.4486052732136034,0.0,0.0,8.7,0.13668430335097,0.06437389770723104,0.0,AK
02068,Alaska,Denali Borough,Denali Borough,1619,0.0,0,0,13437.7,1619,1176,17.0,748,70.0,1,0.0,0.0,0.0,0.7263743051266214,0.0,0.0,8.3,0.022727272727272728,0.09358288770053476,0.0,AK
02070,Alaska,Dillingham Census Area,Dillingham Census Area,4857,2505.0,2505,0,92505.0,4857,711,391.0,1558,496.0,2,1.0,2505.0,0.515750463248919,0.14638665843113033,0.515750463248919,0.0,19.045707226683138,0.25096277278562257,0.31835686777920413,0.515750463248919,AK
02090,Alaska,Fairbanks North Star Borough,Fairbanks North Star Borough,95655,12521.0,22836,63388,584495.4,95655,23041,2467.0,36521,1664.0,22,2.0,16615.0,0.13089749621033925,0.24087606502535153,0.2387329465265799,0.6626731482933459,6.110453191155716,0.06755017661071712,0.045562826866734206,0.17369714076629555,AK
02100,Alaska,Haines Borough,Haines Borough,2080,0.0,0,0,11232.0,2080,337,42.0,966,36.0,1,0.0,0.0,0.0,0.16201923076923078,0.0,0.0,5.4,0.043478260869565216,0.037267080745341616,0.0,AK
02105,Alaska,Hoonah-Angoon Census Area,Hoonah-Angoon Census Area,2365,0.0,0,0,33583.0,2365,213,154.0,979,264.0,1,0.0,0.0,0.0,0.09006342494714588,0.0,0.0,14.2,0.15730337078651685,0.2696629213483146,0.0,AK
02110,Alaska,Juneau City and Borough,Juneau City and Borough,32255,0.0,0,16330,294375.1,32255,2111,840.0,12940,1255.0,6,0.0,0.0,0.0,0.06544721748566114,0.0,0.5062780964191598,9.126495117036118,0.06491499227202473,0.09698608964451313,0.0,AK
02122,Alaska,Kenai Peninsula Borough,Kenai Peninsula Borough,58799,214.0,4217,12238,687839.2999999999,58799,7772,2329.0,23873,1189.0,14,1.0,4217.0,0.0036395176788720897,0.13217911869249477,0.07171890678412898,0.20813279137400295,11.698146226976649,0.09755791061031291,0.049805219285385165,0.07171890678412898,AK
02130,Alaska,Ketchikan Gateway Borough,Ketchikan Gateway Borough,13948,0.0,0,8196,122652.8,13948,39,477.0,5479,602.0,5,0.0,0.0,0.0,0.0027960997992543734,0.0,0.5876111270433036,8.79357613994838,0.08705968242379997,0.10987406461033035,0.0,AK
02150,Alaska,Kodiak Island Borough,Kodiak Island Borough,13101,0.0,4657,9817,112422.6,13101,788,267.0,4612,353.0,5,0.0,0.0,0.0,0.0601480802992138,0.3554690481642623,0.749332112052515,8.581222807419282,0.057892454466608845,0.07653946227233305,0.0,AK
02158,Alaska,Kusilvak Census Area,Kusilvak Census Area,8368,0.0,8368,0,271123.2,8368,17,984.0,1943,1589.0,1,0.0,8368.0,0.0,0.0020315487571701723,1.0,0.0,32.4,0.5064333504889347,0.817807514153371,1.0,AK
02164,Alaska,Lake and Peninsula Borough,Lake and Peninsula Borough,1476,1476.0,1476,0,18892.8,1476,839,95.0,543,141.0,1,1.0,1476.0,1.0,0.5684281842818428,1.0,0.0,12.799999999999999,0.17495395948434622,0.2596685082872928,1.0,AK
02170,Alaska,Matanuska-Susitna Borough,Matanuska-Susitna Borough,107081,10669.0,17315,39596,1097558.9,107081,23528,3741.0,38380,1519.0,24,4.0,10669.0,0.09963485585678132,0.21972151922376518,0.16170002147906726,0.36977615076437464,10.249800618223587,0.0974726420010422,0.039577905158936943,0.09963485585678132,AK
02180,Alaska,Nome Census Area,Nome Census Area,10046,0.0,6140,0,215838.6,10046,466,828.0,3030,1573.0,2,0.0,6140.0,0.0,0.046386621540911804,0.611188532749353,0.0,21.48502886721083,0.2732673267326733,0.5191419141914192,0.611188532749353,AK
02185,Alaska,North Slope Borough,North Slope Borough,11031,0.0,3367,0,121632.20000000001,11031,2809,320.0,2190,844.0,3,0.0,3367.0,0.0,0.25464599764300605,0.30523071344393077,0.0,11.02639833197353,0.1461187214611872,0.38538812785388127,0.30523071344393077,AK
02188,Alaska,Northwest Arctic Borough,Northwest Arctic Borough,7793,4691.0,4691,0,139427.0,7793,513,654.0,2014,1179.0,2,1.0,4691.0,0.6019504683690492,0.0658283074554087,0.6019504683690492,0.0,17.891312716540487,0.3247269116186693,0.5854021847070506,0.6019504683690492,AK
02195,Alaska,Petersburg Borough,Petersburg Borough,3398,0.0,0,0,23786.0,3398,89,104.0,1367,152.0,1,0.0,0.0,0.0,0.026191877575044143,0.0,0.0,7.0,0.07607900512070227,0.11119239209948793,0.0,AK
02198,Alaska,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder Census Area,5753,2069.0,3631,0,72715.9,5753,1699,396.0,2312,262.0,4,1.0,2069.0,0.3596384495046063,0.29532417868937944,0.6311489657569963,0.0,12.639648878845819,0.17128027681660898,0.11332179930795848,0.3596384495046063,AK
02220,Alaska,Sitka City and Borough,Sitka City and Borough,8458,0.0,0,8458,63311.799999999996,8458,2499,258.0,3421,378.0,2,0.0,0.0,0.0,0.295459919602743,0.0,1.0,7.485433908725467,0.07541654486992108,0.11049400760011692,0.0,AK
02230,Alaska,Skagway Municipality,Skagway Municipality,1240,0.0,0,0,7316.0,1240,13,12.0,531,45.0,1,0.0,0.0,0.0,0.010483870967741936,0.0,0.0,5.9,0.022598870056497175,0.0847457627118644,0.0,AK
02240,Alaska,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,6808,2113.0,2113,0,85101.0,6808,1383,214.0,2445,165.0,2,1.0,2113.0,0.31037015276145713,0.2031433607520564,0.31037015276145713,0.0,12.50014688601645,0.08752556237218814,0.06748466257668712,0.31037015276145713,AK
02275,Alaska,Wrangell City and Borough,Wrangell City and Borough,2127,0.0,2127,0,25736.7,2127,107,83.0,933,85.0,1,0.0,0.0,0.0,0.05030559473436765,1.0,0.0,12.1,0.08896034297963558,0.09110396570203644,0.0,AK
02282,Alaska,Yakutat City and Borough,Yakutat City and Borough,662,0.0,0,0,7877.8,662,29,11.0,265,28.0,1,0.0,0.0,0.0,0.04380664652567976,0.0,0.0,11.9,0.04150943396226415,0.10566037735849057,0.0,AK
02290,Alaska,Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,5343,2564.0,5343,0,86198.6,5343,1521,514.0,2194,849.0,4,2.0,5343.0,0.4798802171064945,0.2846715328467153,1.0,0.0,16.13299644394535,0.23427529626253418,0.3869644484958979,1.0,AK
04001,Arizona,Apache County,Apache County,66021,26640.0,55469,0,2004097.5999999999,66021,11312,6428.0,22103,2434.0,18,7.0,30229.0,0.40350797473531147,0.17133942230502416,0.8401720664637009,0.0,30.35545659714333,0.29082025064470884,0.11012079808170837,0.45786946577604093,AZ
04003,Arizona,Cochise County,Cochise County,125447,7840.0,63087,74802,1921101.0,125447,15679,7575.0,50936,2715.0,38,3.0,22753.0,0.06249651247140227,0.12498505344886685,0.5028976380463462,0.5962836895262541,15.314044975168796,0.1487160358096435,0.053302183131773206,0.1813754015640071,AZ
04005,Arizona,Coconino County,Coconino County,145101,12838.0,54426,87814,2856047.1,145101,14693,5857.0,51320,3097.0,39,5.0,32032.0,0.08847630271328247,0.10126050130598686,0.3750904542353257,0.605192245401479,19.683166208365208,0.11412704598597039,0.06034684333593141,0.22075657645364263,AZ
04007,Arizona,Gila County,Gila County,53272,5775.0,27608,35469,896108.4,53272,10958,3455.0,22312,1506.0,16,1.0,5775.0,0.10840591680432497,0.2056990539119988,0.5182459828803123,0.6658094308454723,16.821377083646194,0.15484940839010397,0.067497310864109,0.10840591680432497,AZ
04009,Arizona,Graham County,Graham County,38533,5293.0,23101,12294,661911.3,38533,3266,2073.0,12150,643.0,9,1.0,10596.0,0.1373627799548439,0.08475851867230685,0.5995121065061116,0.3190512028650767,17.17777748942465,0.1706172839506173,0.05292181069958848,0.27498507772558584,AZ
